书香门第上河坊 1室1厅1卫,2900, 民治,1室1厅1卫 43㎡ 南向 精装修 
"房.东.直.租,带阳台,家私齐,地铁口,专人管理,拎包入住",1300, 沙嘴,1室1卫 14㎡ 南北向 精装修 
大单间！宝瑞轩 家私全齐 拎包入住 价格可谈,2320, 保税区,1室1卫 21.00㎡ 东向 精装修 
龙华红山地铁口华业玫瑰四季二期采光好南北通透,5177, 民治,1室1厅1卫 44.68㎡ 南向 精装修 
玉岭花园 3室1厅1卫,3000, 大芬,3室1厅3卫 90㎡ 南向 精装修 
红山地铁口，华业玫瑰精装三房，家私电齐全，拎包入住,6500, 民治,3室2厅3卫 78.69㎡ 东南向 简单装修 
下水径高档社区 紧邻城铁 精装大3居 给您舒适的生活,5000, 下水径,3室1厅3卫 75.45㎡ 南北向 简单装修 
有活动！白住1个月！ 加福广场 拎包入住 可做饭 独立卫生间,2200, 保税区,1室1卫 22.00㎡ 西向 精装修 
上水花园 1室1厅1卫,1400, 上水径,1室1厅1卫 34㎡ 南向 简单装修 
急租 金城华庭 3房 地铁口 精装修 随时看房 领包入住,8200, 黄贝岭,3室2厅3卫 80.00㎡ 南向 精装修 
前海时代 2室2厅1卫 8800元月 南北通透 精装修,8800, 前海,2室2厅2卫 88㎡ 东南向 精装修 
明月花都 4室2厅2卫,6800, 港隆城,4室2厅4卫 148㎡ 南向 简单装修 
房子名称,房子价格,房子地段,房子简介
碧桂园公寓 白石龙4号线 近地铁站 押一付一 可短租,1950, 龙华,1室1卫 20㎡ 东向 精装修 
大运新城，地铁旁 拎包入住，价格可谈 大三房  安静 无遮挡,4500, 大运,3室2厅3卫 89㎡ 南向 精装修 
紫薇苑东 电梯四房出租 大客厅 小孩上学方便 带家私电器,4800, 龙岗中心城,4室2厅4卫 145㎡ 南向 精装修 
西乡地铁口 兴华花园房东精装3室2厅 看房方便 家具家电全齐,4500, 西乡,3室2厅3卫 93㎡ 东北向 精装修 
清湖地铁站旁大单间家私齐全采光通风好独立厨卫拎包入住,1880, 清湖,1室1卫 30㎡ 东南向 精装修 
真实房源！随时可以看房！,5000, 南山中心区,2室1厅2卫 47㎡ 南向 精装修 
观湖园双拼别墅出租  豪华装修  上下四层带天台 大花园,15000, 观澜,5室3厅5卫 194㎡ 南向 豪华装修 
固戍地铁口，万象新天大3房，拎包入住，随时看房,5300, 固戍,3室2厅3卫 90㎡ 南北向 精装修 
布吉 信义二期 电梯高层好视线 精装两房 家电齐全 拎包入住,4500, 百鸽笼,2室2厅2卫 70㎡ 南向 精装修 
"公明好地段,峰荟花园,业主好说话,",3800, 公明,3室2厅3卫 89.00㎡ 南向 豪华装修 
（个人房东免中介）复式一房一厅 电梯高层 厨卫独立 房好价低,2200, 坂田,1室1厅1卫 38㎡ 南向 精装修 
临近宝中 近洪浪北地铁站 出行方便 周边配套齐全  拎包入住,4300, 新安,2室1厅2卫 45㎡ 东南向 精装修 
无缝对接地铁口 出门大商场 自带泳池 家私齐全 拎包入住,6300, 民治,3室2厅3卫 88.00㎡ 南向 精装修 
出门明德学校，接送方便，近侨城东地铁站，花园式大社区品质入住,10800, 竹子林,3室2厅3卫 104.00㎡ 南向 精装修 
福莲花园 3房2厅 拎包入住  业主急租,8000, 莲花村,3室2厅3卫 96㎡ 南北向 精装修 
坂田 华利豪庭 家电齐全 采光好 出门就是5号线五和地铁口,2050, 坂田,1室1卫 18.00㎡ 西向 精装修 
前海湾南山后海上班的，近十一号线桥头精装两房特惠，拎包入住,2180, 桃园,2室1厅2卫 30㎡ 南向 豪华装修 
8月专属800元一室一厅 隔音效果好 硅谷动力  限时优惠,1000, 观澜,1室1厅1卫 20㎡ 南向 精装修 
赖屋山新村 2室1厅1卫,1200, 龙华区政府,2室1厅2卫 35㎡ 东向 简单装修 
5号线地铁450米 温馨两房一厅 带阳台 家私齐全 拎包入住,3680, 新安,2室2厅2卫 58.00㎡ 南北向 精装修 
汇海广场 天虹商场 精装公寓 采光通风 家电齐全 拎包入住,600, 美丽365花园,1室1卫 14㎡ 南向 精装修 
精致一房临近地铁口靠近红花山停车方便精致装修只为爱生活的你,1580, 公明,1室1厅1卫 35㎡ 东南向 精装修 
沙尾西村 1室0厅1卫,1900, 沙尾,1室1卫 40㎡ 南北向 简单装修 
点看看！向南东村 白住1个月，卧室通风也好~,2100, 南山地铁口,1室1卫 23.00㎡ 西向 精装修 
福田COCO PARK对面，中海华庭，精装3房2厅，出租,16500, 福田中心区,3室2厅3卫 121.55㎡ 西南向 精装修 
7号线地铁口一房一厅精美户型家私电齐拎包入住,2380, 车公庙,1室1厅1卫 20㎡ 南向 精装修 
围仔西村 1室 0厅1卫,1700, 蛇口,1室1卫 22㎡ 南北向 精装修 
信义逸翠园，3房全齐出租，近百外春雷，周边配套成熟,5800, 信义,3室2厅3卫 105.00㎡ 南向 精装修 
三联弓村汇海广场旁精致青年公寓家私设备齐全直租,650, 龙华,1室1卫 18㎡ 南向 精装修 
大冲都市 繁华地带 高楼层通风采光好,10000, 大冲,2室1厅2卫 80㎡ 南向 精装修 
盛平村 1室0厅1卫,500, 南联,1室1卫 15㎡ 南北向 简单装修 
信义金御半山 4室2厅1卫 9000元月 88平 电梯房,8500, 百鸽笼,4室2厅4卫 88.5㎡ 东向 精装修 
车公庙 庆泰公寓 防盗电子锁！风格装修！干净无味！免费打扫,2270, 车公庙,1室1卫 20.00㎡ 西向 精装修 
整租海印长城 2室1厅 南,9300, 南山中心区,2室1厅2卫 81.00㎡ 南向 精装修 
阳光花园 1室1厅1卫,3200, 下水径,1室1厅1卫 47㎡ 东北向 简单装修 
新！全盛紫云庭   高端品质花园小区精致生活成熟配套,3800, 龙岗中心城,4室2厅4卫 89㎡ 南向 精装修 
物业直租 龙井地铁口 青年公寓精装大单间 家电齐全 随时看房,2300, 白石洲,1室1卫 30㎡ 南向 精装修 
民治地铁站 梅花山庄 4层大别墅 带地下室 家私齐全拎包即住,20000, 民治,5室3厅5卫 600㎡ 南北向 精装修 
碧云天 3室1厅1卫,8500, 下梅林,3室1厅3卫 82㎡ 东南向 精装修 
精装大2房，业主诚心出租，看房提前预约,4950, 百鸽笼,2室2厅2卫 75㎡ 南向 精装修 
一套方大城旁欧陆经典大4室2厅南北,7000, 桃源村,4室2厅4卫 126.6㎡ 南向 精装修 
海富花园！地铁口，高层，户型方正，拎包入住,5500, 黄贝岭,2室2厅2卫 72㎡ 北向 简单装修 
腾龙花园 1室1厅1卫,1500, 美丽365花园,1室1厅1卫 40㎡ 东南向 简单装修 
塘尾站 精装修 家电齐全拎包入住，押一付一，停车免费,1000, 沙井,1室1卫 30㎡ 南向 精装修 
近地铁福田上梅林直达好停车可押一可长短租可养宠物,1898, 上梅林,1室1卫 15㎡ 东南向 精装修 
湖馨苑 1室1厅1卫 3500元月 43平 电梯房,3500, 笋岗,1室1厅1卫 43㎡ 南向 精装修 
西头东苑 1室0厅1卫,850, 龙华,1室1卫 26㎡ 南北向 豪华装修 
中信一期两房，业主城租可拎包入住,5000, 领航城,2室2厅2卫 66.70㎡ 西南向 精装修 
白芒 近南岗工业区 公寓房招租 家电齐全 公交直达南山科技园,1280, 西丽,1室1卫 22㎡ 南向 精装修 
旭飞华天苑 1室1厅1卫,2000, 泥岗,1室1厅1卫 30㎡ 北向 精装修 
房子名称,房子价格,房子地段,房子简介
航苑大厦 精装大两房 家电齐全 拎包入住 即租即住 随时看房,7550, 华强北,2室1厅2卫 78㎡ 东南向 精装修 
依山郡花园 钥匙在手 145平阔景4房 住在花园里的感觉,5500, 龙岗中心城,4室2厅4卫 145㎡ 南北向 精装修 
红山站龙光玖钻复式3房租4800元，拎包入住,4800, 民治,3室1厅3卫 40㎡ 东向 豪华装修 
网红一房一厅可短租，拎包入住，押一付一，独栋安全电梯公寓,1580, 油松,1室1厅1卫 25㎡ 南向 精装修 
急租   金地上塘道高楼层 大两房 朝向好  拎包入住,4300, 民治,2室2厅2卫 54.34㎡ 南向 精装修 
双地铁 精装四房 厅出阳台 居住舒适 看房方便,4500, 木棉湾,4室2厅4卫 112㎡ 南向 精装修 
吉祥地铁口 正中风临国际 复式两房 适合办公 随时可看,3600, 龙岗中心城,2室2卫 80㎡ 北向 简单装修 
翠景居精装大三房 通风透气 随时看房 业主自住,6000, 西乡,3室2厅3卫 120.24㎡ 西向 精装修 
光明奥园 精装复式两房出租 家电配齐 租价仅需2750元,2750, 光明,2室2厅2卫 53㎡ 东南向 精装修 
时尚复式公寓直租 拎包入住 免费健身房 近地铁站 可养宠物,1980, 大学城,1室1厅1卫 30㎡ 南向 精装修 
横岗振业城   临湖别墅精装大联排家电家私齐全拎包入住,16000, 横岗,5室3厅5卫 231㎡ 南向 精装修 
香域大三房急租，带固定停车位，交通便利，位置安静，拎包入住,22000, 农科中心,3室2厅3卫 130㎡ 南北向 精装修 
龙华清湖湾花园（花半里对面）两房 家私电器齐全 实景实价,3200, 清湖,2室2厅2卫 81㎡ 东向 简单装修 
洋气大两房 精装电梯 家私齐全 拎包入住 桂芳园可看房,4500, 大芬,2室2厅2卫 74.01㎡ 南向 精装修 
观澜天虹 中航格兰郡阳光花园 精装三房出租，随时看房有钥匙,3900, 观澜,3室2厅3卫 89.00㎡ 东南向 精装修 
松岗地铁口 拎包入住 采光好 家私家电配齐,600, 宝安,1室1卫 28㎡ 南向 豪华装修 
新出房源，越众越海家园，交通便利，配套成熟，欢迎咨询,6500, 竹子林,1室1厅 47.0㎡ 东向 豪华装修 
华侨城 东方花园 丹霞阁 132平 精装三房 东南向 看海景,14000, 华侨城,3室2厅3卫 132㎡ 东南向 精装修 
勤诚达22世纪(二期) 1室 1厅1卫,1680, 新安,1室1厅1卫 22㎡ 南向 精装修 
汇港名苑 1室0厅1卫 1320元月 南北通透 精装修,1320, 赤尾,1室1卫 14㎡ 南北向 精装修 
华南西苑 2室1厅1卫 2600元月 南北通透 精装修 .,2600, 平湖,2室1厅2卫 45㎡ 南向 精装修 
豪华大单间 性价比还贼高,1499, 民治,1室1卫 33㎡ 南向 精装修 
下围园新村 1室0厅1卫,980, 领航城,1室1卫 16㎡ 南向 简单装修 
免中介 新安 5号线 飞扬科技园 中粮商务公园 一房一厅,3299, 新安,1室1厅1卫 50㎡ 东南向 精装修 
近南山睿园 光前大厦 直达车公庙 拎包入住,1500, 桃源村,1室1卫 25㎡ 南向 精装修 
11号线后亭站 豪装四房 两押付一  随时看房,4500, 后亭,4室2厅4卫 129㎡ 东南向 豪华装修 
爱联B区小区 1室0厅1卫,600, 爱联,1室1卫 21㎡ 东南向 精装修 
松坪山公园精装单间拎包入住适合一人住近科兴讯美,1900, 科技园,1室1卫 18.0㎡ 南北向 精装修 
龙华地铁站 超大阳台 拎包入住 学生立减100 押一付一,1998, 龙华,1室1厅1卫 35㎡ 南北向 精装修 
深蓝正规一房一厅，高楼层视野很好，诚心出租。,5300, 南油,1室1厅1卫 38.0㎡ 南北向 简单装修 
佳兆业中心 2室2厅1卫,4900, 上步,2室2厅2卫 72㎡ 南向 精装修 
京基滨河时代广场，一房一厅，精装家电全齐7000随时看房,7000, 大运,1室2厅1卫 50㎡ 东向 精装修 
一号线，固戍地铁口，富通精装3房，随时看房,5600, 固戍,3室2厅3卫 90㎡ 南北向 精装修 
汇泰大厦 1室1厅1卫 4300元月 电梯房 家具齐全,4300, 人民南,1室1厅1卫 40㎡ 南向 精装修 
幸福珺湾 2室1厅1卫,6000, 西乡,2室1厅2卫 64㎡ 南向 精装修 
华彩花园，采光通透，环境优美，房间整洁，拎包入住，无,1788, 蛇口,1室1卫 14.90㎡ 南向 精装修 
龙华观澜 高速路口 湖润名苑 一房一厅朝小区 安静采光好,1700, 观澜,1室1厅1卫 45㎡ 南向 精装修 
振业峦山谷，精装修，两房，拎包入住。楼下沃尔玛，门口公交站,2600, 横岗,2室2厅2卫 58㎡ 南北向 精装修 
丰华苑 1室 1厅1卫,2600, 新安,1室1厅1卫 30㎡ 东向 豪华装修 
宝安沙井地铁口豪装大2房家电全齐急租,3200, 沙井,2室2厅2卫 81㎡ 南向 豪华装修 
天健时尚名苑(天健时尚一品) 近3号线益田地铁，充满玫瑰花香,2450, 保税区,1室1卫 22.00㎡ 西向 精装修 
南园路 锦龙新村 爱华市场 飞扬,1800, 坂田,1室1卫 16㎡ 南向 简单装修 
松柏路121号小区 1室1厅2卫,1550, 横岗,1室1厅1卫 45㎡ 南向 精装修 
南山新房  高品质社区 全新品牌精装修 家私齐全 拎包入住,7600, 南头,1室1厅1卫 50㎡ 南向 豪华装修 
适合上班族居住的房子，租金可谈！离5号线翻身地铁很近,1840, 宝安中心区,1室1卫 18.00㎡ 东向 精装修 
5号线灵芝地铁口，中洲华府1期，大四房拎包入住，中间楼层看花,11500, 新安,4室2厅4卫 146.4㎡ 南向 精装修 
白芒村 1室 0厅1卫,1180, 西丽,1室1卫 25㎡ 南向 精装修 
干净整洁，随时入住，金域蓝湾4,15500, 东莞,4室2厅4卫 89.15㎡ 东南向 简单装修 
新银座华庭 2室2厅1卫 5500元月 家具齐全 拎包入住,5500, 人民南,2室2厅2卫 66㎡ 北向 精装修 
松柏路121号小区 1室0厅1卫,1100, 横岗,1室1卫 28㎡ 南北向 精装修 
房子名称,房子价格,房子地段,房子简介
物业直租 电梯房 拎包入住 地铁四号线 龙华站 楼下天虹商场,3168, 民治,1室1卫 45㎡ 东南向 精装修 
中泰燕南名庭精装三房出租 随时看房业主自住干净整洁采光好,13000, 华强北,3室1厅3卫 107㎡ 东南向 豪华装修 
寻寻觅觅寻到你！9800！都市阳光名苑！精装三房！朝南！,9800, 车公庙,3室1厅3卫 105㎡ 南向 豪华装修 
松河瑞园 近地铁 精装三房两卫 宜家舒适 拎包入住,3500, 松岗,4室2厅4卫 89.33㎡ 南向 简单装修 
固戍地铁口万象新天一期，全齐家私家电三房，高楼层急租5600,5600, 固戍,3室2厅3卫 95㎡ 北向 精装修 
近清湖地铁站 一房一厅 采光充足 家私齐全 电梯房 月付,1800, 清湖,1室1厅1卫 42㎡ 南向 精装修 
免中介，福田水围精装公寓，拎包入住,3800, 福田中心区,1室1厅1卫 25㎡ 南北向 精装修 
新盘上架！！！精装高层大三房 景观美翻了 拎包入住 看房方便,10500, 黄贝岭,3室2厅3卫 111㎡ 东南向 精装修 
诚信房源，价格合理，信息(图片)zhen实，房型很好，精装修,5300, 桃源居,3室2厅3卫 118.00㎡ 南向 精装修 
商业中心好房。押一，一房，房东急租，干净清爽，钥匙房，随时约,1080, 大浪,1室1卫 28㎡ 南北向 精装修 
直租三号沿线大芬木棉湾罗湖东门福田中心区环境优美交通便利,1980, 大芬,1室1卫 20㎡ 南向 豪华装修 
阳光绿地家园精装两房全齐出租，靠山，空气好，安静,5200, 翠竹,2室2厅2卫 57㎡ 东向 精装修 
"地铁口,热门小区，家私电器齐全，看房可提供多套观看",3500, 观澜,2室2厅2卫 47㎡ 南向 精装修 
向南瑞峰花园地铁口精装复式大四房家私家电全齐拎包入住,8000, 南山中心区,4室2厅4卫 90㎡ 南向 精装修 
灵芝地铁站大两房，居住办公都可以,6800, 宝安中心区,2室1厅2卫 82㎡ 东南向 精装修 
向南瑞峰花园 3室2厅1卫 8000元月 64平 精装修,8000, 南山中心区,3室2厅3卫 64㎡ 西向 精装修 
美杜兰华庭 清爽装修，拎包入住，位置安静，视线开阔,1470, 长龙,1室 18.00㎡ 东向 精装修 
西丽 性价比高，交通方便 通风采光好 街区热闹，近南山科技园,1780, 西丽,1室1卫 21㎡ 东南向 精装修 
信义嘉御山 3室2厅1卫,3500, 坂田,3室2厅3卫 79㎡ 南向 精装修 
地铁口 万科深南道精装电梯大单间，家私齐全看深南夜景 直租,2880, 国贸,1室1卫 20㎡ 南向 精装修 
精美复式 鹏达花园 大客厅 大阳台 家私齐全 拎包入住 交通,2000, 龙岗中心城,1室1卫 46.00㎡ 南向 精装修 
中粮凤凰里地铁口700米精致三房业主整租,4700, 福永,3室2厅3卫 89.41㎡ 东南向 精装修 
爱联B区小区 1室0厅1卫,600, 爱联,1室1卫 22㎡ 南向 精装修 
深业东岭 地铁口 精装三房 高层采光好 东南向 拎包入住,8000, 黄贝岭,3室2厅3卫 87.00㎡ 南向 精装修 
上沙塘晏村 专属管家 干净简洁 朝南采光好 有阳台阳光足,2420, 上沙,1室1卫 19.00㎡ 南向 精装修 
新彩苑 1室1厅1卫 2950元月 南北通透 45平,2950, 梅林关口,1室1厅1卫 45㎡ 南向 精装修 
象角塘吉祥花园新村 3室2厅1卫,3400, 坂田,3室2厅3卫 80㎡ 南向 精装修 
"海岸城商圈,登良地.铁口,厅出阳台,南向看花园，安静看房随时",13500, 后海,3室2厅3卫 105.00㎡ 西南向 豪华装修 
罗湖网红高档小区.优质精装单间.家具齐全.拎包入住,2200, 人民南,1室1卫 29㎡ 南向 精装修 
下沙福荣路地铁口小区，精品单间，拎包入住,4000, 上沙,1室1卫 28㎡ 西南向 精装修 
东华大厦 2室2厅1卫,7500, 福华新村,2室2厅2卫 74.89㎡ 西北向 精装修 
华润万象府 意大利设计师 德国进口配置 如您所見,30000, 科技园,2室2厅2卫 170㎡ 西南向 豪华装修 
下水径阳光花园五期电梯超大气三房 采光通风好 高层视野开阔,5200, 下水径,3室2厅3卫 115㎡ 南北向 精装修 
昊海君悦 精装一房 装修保养好 家私电器齐全 拎包入住,3000, 沙头角,1室1厅1卫 38.14㎡ 南向 精装修 
同富路70号小区 2室1厅1卫,1380, 龙岗中心城,2室1厅2卫 50㎡ 南向 精装修 
